pid,top,bot,sand,bd,pH,soc
TZ_26975_65,10,25,73,NA,7.3,8
TZ_26975_65,25,50,74,NA,5.4,4
TZ_26975_65,50,70,71,NA,5,3
TZ_26975_65,70,90,71,NA,5,3
TZ_26975_65,90,130,NA,NA,NA,NA
TZ_26975_66,0,20,64,NA,6.3,21
TZ_26975_66,20,30,NA,NA,NA,NA
TZ_26975_66,30,40,47,NA,5.9,13
TZ_26975_66,40,55,42,NA,6.3,10
TZ_26975_67,0,15,51,NA,5.7,12
TZ_26975_67,15,25,51,NA,5.7,12
TZ_26975_67,25,45,28,NA,5.5,11
TZ_26975_67,45,80,39,NA,6.6,4
TZ_26975_67,80,100,NA,NA,NA,NA
TZ_26975_68,0,10,65,NA,5,7
TZ_26975_68,10,25,65,NA,5,7
TZ_26975_68,25,45,54,NA,5,4
TZ_26975_68,45,60,NA,NA,NA,NA
TZ_26975_68,60,105,52,NA,5.2,3
TZ_26975_69,0,20,67,NA,5.3,6
TZ_26975_69,20,55,55,NA,5.3,5
TZ_26975_69,55,90,47,NA,5.3,3
TZ_26975_69,90,135,NA,NA,NA,NA
TZ_26975_70,0,10,55,NA,5.8,10
TZ_26975_70,10,20,55,NA,5.8,10
TZ_26975_70,20,40,71,NA,5.4,7
TZ_26975_70,40,50,NA,NA,NA,NA
TZ_26975_71,0,3,69,NA,6,8
TZ_26975_71,3,10,69,NA,6,8
TZ_26975_71,10,25,69,NA,6,8
TZ_26975_71,25,50,70,NA,5.1,6
TZ_26975_71,50,85,57,NA,5.3,5
TZ_26975_71,85,90,NA,NA,NA,NA
TZ_26975_71,90,105,NA,NA,NA,NA
TZ_26975_72,0,10,67,NA,5.4,12
TZ_26975_72,10,25,67,NA,5.4,12
TZ_26975_72,25,45,60,NA,5.3,6
TZ_26975_72,45,80,53,NA,5.4,5
TZ_26975_72,80,120,NA,NA,NA,NA
TZ_26975_73,0,15,73,NA,5.4,10
TZ_26975_73,15,30,73,NA,5.4,10
TZ_26975_73,30,55,67,NA,5.3,6
TZ_26975_73,55,100,63,NA,5.3,6
TZ_26975_74,0,10,71,NA,5.3,9
TZ_26975_74,10,30,71,NA,5.3,9
TZ_26975_74,30,50,68,NA,5.1,6
TZ_26975_74,50,110,NA,NA,NA,NA
TZ_26975_75,0,15,72,NA,5.2,1
TZ_26975_75,15,20,72,NA,5.2,1
TZ_26975_75,20,65,65,NA,5.1,1
TZ_26975_75,65,120,NA,NA,NA,NA
TZ_26975_76,0,10,34,NA,6.2,34
TZ_26975_76,10,20,34,NA,6.2,34
TZ_26975_76,20,60,33,NA,6.1,10
TZ_26975_76,60,120,45,NA,6.2,8
TZ_26975_77,0,10,85,NA,6.5,24
TZ_26975_77,10,20,85,NA,6.5,24
TZ_26975_77,20,50,87,NA,5.3,8
TZ_26975_77,50,90,82,NA,4.8,4
TZ_26975_77,90,170,NA,NA,NA,NA
TZ_26975_77,170,180,NA,NA,NA,NA
TZ_26975_78,0,20,83,NA,6.5,14
TZ_26975_78,20,40,81,NA,6.7,10
TZ_26975_78,40,50,81,NA,6.7,10
TZ_26975_78,50,70,NA,NA,NA,NA
TZ_26975_78,70,80,63,NA,5.9,2
TZ_26975_79,0,10,72,NA,5.4,17
TZ_26975_79,10,30,72,NA,5.4,17
TZ_26975_79,30,60,59,NA,4.7,4
TZ_26975_80,0,10,87,NA,6.1,3
TZ_26975_80,10,20,87,NA,6.1,3
TZ_26975_80,20,40,72,NA,5.3,2
TZ_26975_80,40,70,NA,NA,NA,NA
TZ_26975_80,70,130,68,NA,5.4,2
TZ_26975_81,0,10,87,NA,7,6
TZ_26975_81,10,30,87,NA,7,6
TZ_26975_81,30,60,84,NA,6.7,2
TZ_26975_81,60,80,81,NA,5.3,2
TZ_26975_82,0,30,87,NA,5.4,6
TZ_26975_82,30,60,83,NA,5.3,1
TZ_26975_82,60,80,85,NA,6.1,1
TZ_26975_82,80,90,NA,NA,NA,NA
TZ_26975_83,0,25,89,NA,6.3,8
TZ_26975_83,25,40,90,NA,6.6,4
TZ_26975_83,40,70,NA,NA,NA,NA
TZ_26975_83,70,110,90,NA,6.4,1
TZ_26975_84,0,30,57,NA,5.4,13
TZ_26975_84,30,50,45,NA,6,7
TZ_26975_84,50,90,34,NA,6.5,5
TZ_26975_85,0,20,77,NA,4.8,3
TZ_26975_85,20,40,85,NA,4.8,2
TZ_26975_85,40,60,NA,NA,NA,NA
TZ_26975_85,60,100,88,NA,5.3,1
TZ_26975_86,0,15,79,NA,4.5,6
TZ_26975_86,15,30,NA,NA,NA,NA
TZ_26975_86,30,50,70,NA,4.7,3
TZ_26975_86,50,60,NA,NA,NA,NA
TZ_26975_87,0,20,79,NA,6.5,7
TZ_26975_87,20,40,83,NA,6.6,4
TZ_26975_87,40,60,NA,NA,NA,NA
TZ_26975_87,60,100,76,NA,6.3,2
TZ_26975_87,100,110,NA,NA,NA,NA
TZ_26975_88,0,30,85,NA,5.3,4
TZ_26975_88,30,50,73,NA,5.2,2
TZ_26975_88,50,80,67,NA,5.3,1
TZ_26975_88,80,140,NA,NA,NA,NA
TZ_26975_89,0,20,84,NA,5.7,3
TZ_26975_89,20,40,79,NA,5.4,2
TZ_26975_89,40,70,NA,NA,NA,NA
TZ_26975_89,70,110,68,NA,5.1,2
TZ_26975_90,0,20,82,NA,6,1.5
TZ_26975_90,20,40,83,NA,6,1.5
TZ_26975_90,40,70,NA,NA,NA,NA
TZ_26975_90,70,120,77,NA,5.5,4.3
TZ_26975_91,0,30,30,1.5,4.4,41
TZ_26975_91,30,50,16,1.7,5.1,15
TZ_26975_91,50,80,12,1.6,5.4,4
TZ_26975_91,80,120,NA,NA,NA,NA
TZ_26975_93,0,20,75,1.4,5.8,5
TZ_26975_93,20,40,61,NA,5,2
TZ_26975_93,40,70,NA,1.6,NA,NA
TZ_26975_93,70,100,56,1.6,5,2
TZ_26975_94,0,10,70,NA,5.2,22
TZ_26975_94,10,30,NA,NA,NA,NA
TZ_26975_94,30,60,40,NA,5.2,5
TZ_26975_94,60,90,52,NA,5.4,2
TZ_26975_95,0,30,73,NA,5.3,9
TZ_26975_95,30,40,NA,NA,NA,NA
TZ_26975_95,40,50,NA,NA,NA,NA
TZ_26975_96,0,10,71,NA,5.9,13
TZ_26975_96,10,30,59,NA,5.4,7
TZ_26975_96,30,50,NA,NA,NA,NA
TZ_26975_96,50,60,NA,NA,NA,NA
TZ_26975_97,0,10,NA,NA,NA,NA
TZ_26975_97,10,30,NA,NA,NA,NA
TZ_26975_97,30,40,NA,NA,NA,NA
TZ_26975_98,0,20,52,NA,5.7,24
TZ_26975_98,20,40,42,NA,5.7,10
TZ_26975_98,40,70,NA,NA,NA,NA
TZ_26975_98,70,100,28,NA,7,7
TZ_26975_99,0,20,9,NA,6.1,78
TZ_26975_99,20,40,9,NA,5.7,22
TZ_26975_99,40,70,NA,NA,NA,NA
TZ_26975_99,70,120,5,NA,5.7,6
TZ_26975_F01,0,25,52,NA,7,59
TZ_26975_F02,0,25,76,NA,7,7
TZ_26975_F03,0,25,36,NA,6.8,31
TZ_26975_F04,0,25,60,NA,6.3,6
TZ_26975_F05,0,25,60,NA,6.8,6
TZ_26975_F06,0,25,52,NA,5.6,11
TZ_26975_F07,0,25,40,NA,5.9,10
TZ_26975_F08,0,25,56,NA,6.4,9
TZ_26975_F09,0,25,54,NA,5.5,10
TZ_26975_F10,0,25,54,NA,5.5,9
TZ_26975_F11,0,25,24,NA,6.2,28
TZ_26975_F12,0,25,72,NA,6,9
TZ_26975_F13,0,25,64,NA,5.4,7
TZ_26975_F14,0,25,44,NA,5.6,22
TZ_26975_F15,0,25,76,NA,6.3,6
TZ_26975_F16,0,25,44,NA,6.2,15
TZ_26975_F17,0,25,62,NA,6.5,9
TZ_26975_F18,0,25,54,NA,6.3,11
TZ_26975_F19,0,25,16,NA,5.6,30
TZ_26975_F20,0,25,14,NA,5.6,31
TZ_26975_F21,0,25,46,NA,5,26
TZ_26975_F22,0,25,40,NA,5.7,29
TZ_26975_F23,0,25,40,NA,5.4,22
TZ_26975_F24,0,25,24,NA,5,26
TZ_26975_F25,0,25,30,NA,5.4,54
TZ_26975_F26,0,25,44,NA,5.8,17
TZ_26975_F27,0,25,36,NA,5.5,19
TZ_26975_F28,0,25,22,NA,5.1,24
TZ_26975_F29,0,25,22,NA,5.2,24
TZ_26975_F30,0,25,2,NA,5.3,36
TZ_26975_F31,0,25,36,NA,5.9,14
TZ_26975_F32,0,25,52,NA,6,17
TZ_26975_F33,0,25,52,NA,6.1,18
TZ_26975_F34,0,25,22,NA,5.5,27
TZ_26975_F35,0,25,64,NA,5.5,19
TZ_26975_F36,0,25,72,NA,5.4,6
TZ_26975_F37,0,25,70,NA,6.1,10
TZ_26975_F38,0,25,32,NA,5.1,38
TZ_26980_1,0,20,NA,NA,NA,NA
TZ_26980_1,20,56,NA,NA,NA,NA
TZ_26980_1,56,150,NA,NA,NA,NA
TZ_26980_10,0,30,NA,NA,NA,NA
TZ_26980_10,30,55,NA,NA,NA,NA
TZ_26980_10,55,150,NA,NA,NA,NA
TZ_26980_11,0,40,42,NA,6.1,24
TZ_26980_11,40,60,35,NA,6.2,12
TZ_26980_11,60,150,40,NA,6.2,5
TZ_26980_11,150,320,NA,NA,NA,NA
TZ_26980_12,0,17,NA,NA,5.9,NA
TZ_26980_12,17,44,NA,NA,5.9,NA
TZ_26980_12,44,80,60,1.61,5.5,2
TZ_26980_12,80,150,NA,NA,5.4,NA
TZ_26980_12,150,320,NA,NA,NA,NA
TZ_26980_13,0,30,59,1.56,5.4,13
TZ_26980_13,30,80,54,1.31,5.1,8
TZ_26980_13,80,120,55,1.48,4.6,6
TZ_26980_13,120,200,NA,NA,NA,NA
TZ_26980_13,200,290,NA,NA,NA,NA
TZ_26980_13,290,320,NA,NA,NA,NA
TZ_26980_14,0,18,68,1.55,5.7,11
TZ_26980_14,18,52,72,1.52,6.2,5
TZ_26980_14,52,95,88,1.72,6.2,1
TZ_26980_14,95,150,62,1.78,6.9,2
TZ_26980_15,0,12,58,NA,5.7,10
TZ_26980_15,12,38,NA,NA,NA,NA
TZ_26980_15,38,66,43,NA,5.5,3
TZ_26980_15,66,150,47,NA,5.2,3
TZ_26980_15,150,170,NA,NA,NA,NA
TZ_26980_15,170,200,NA,NA,NA,NA
TZ_26980_15,200,240,NA,NA,NA,NA
TZ_26980_15,240,360,NA,NA,NA,NA
TZ_26980_16,0,12,NA,NA,NA,NA
TZ_26980_16,12,42,NA,NA,NA,NA
TZ_26980_16,42,80,NA,NA,NA,NA
TZ_26980_16,80,150,NA,NA,NA,NA
TZ_26980_16,150,170,NA,NA,NA,NA
TZ_26980_16,170,320,NA,NA,NA,NA
TZ_26980_17,0,18,NA,NA,4.8,NA
TZ_26980_17,18,44,NA,NA,5.5,NA
TZ_26980_17,44,63,NA,NA,5.6,NA
TZ_26980_17,63,150,NA,NA,5.6,NA
TZ_26980_17,150,180,NA,NA,7.4,NA
TZ_26980_18,0,26,NA,NA,NA,NA
TZ_26980_18,26,40,NA,NA,NA,NA
TZ_26980_18,40,150,NA,NA,NA,NA
TZ_26980_18,150,180,NA,NA,NA,NA
TZ_26980_18,180,320,NA,NA,NA,NA
TZ_26980_19,0,20,NA,NA,5.7,NA
TZ_26980_19,20,52,NA,NA,5.6,NA
TZ_26980_19,52,74,NA,NA,6.5,NA
TZ_26980_19,74,100,NA,NA,6.8,NA
TZ_26980_19,100,110,NA,NA,NA,NA
TZ_26980_2,0,14,NA,NA,NA,NA
TZ_26980_2,14,48,NA,NA,NA,NA
TZ_26980_2,48,150,NA,NA,NA,NA
TZ_26980_20,0,11,NA,NA,NA,NA
TZ_26980_20,11,41,NA,NA,NA,NA
TZ_26980_20,41,150,NA,NA,NA,NA
TZ_26980_20,150,170,NA,NA,NA,NA
TZ_26980_20,170,320,NA,NA,NA,NA
TZ_26980_21,0,26,NA,NA,NA,NA
TZ_26980_21,26,45,NA,NA,NA,NA
TZ_26980_21,45,150,NA,NA,NA,NA
TZ_26980_21,150,170,NA,NA,NA,NA
TZ_26980_21,170,320,NA,NA,NA,NA
TZ_26980_22,0,18,77,NA,5.3,10
TZ_26980_22,18,55,82,1.68,5.6,5
TZ_26980_22,55,150,57,1.54,5.5,4
TZ_26980_23,0,34,74,NA,5.6,7
TZ_26980_23,34,70,71,1.73,5.4,NA
TZ_26980_23,70,150,64,NA,5.5,NA
TZ_26980_23,150,320,NA,NA,NA,NA
TZ_26980_24,0,20,NA,NA,NA,NA
TZ_26980_24,20,32,NA,NA,NA,NA
TZ_26980_24,32,72,NA,NA,NA,NA
TZ_26980_24,72,150,NA,NA,NA,NA
TZ_26980_25,0,28,NA,NA,5.9,NA
TZ_26980_25,28,42,NA,NA,5.4,NA
TZ_26980_25,42,68,NA,NA,5.2,NA
TZ_26980_25,68,150,NA,NA,5.2,NA
TZ_26980_25,150,320,NA,NA,NA,NA
TZ_26980_3,0,16,33,1.27,5.5,15
TZ_26980_3,16,30,32,1.29,5.1,5
TZ_26980_3,30,42,NA,NA,NA,NA
TZ_26980_3,42,150,31,1.3,5,3
TZ_26980_3,150,170,NA,NA,NA,NA
TZ_26980_3,170,320,NA,NA,NA,NA
TZ_26980_4,0,8,NA,NA,7,NA
TZ_26980_4,8,28,NA,NA,7,NA
TZ_26980_4,28,35,NA,NA,7,NA
TZ_26980_4,35,56,NA,NA,6.2,NA
TZ_26980_4,56,66,NA,NA,6.2,NA
TZ_26980_4,66,150,NA,NA,6.2,NA
TZ_26980_4,150,320,NA,NA,NA,NA
TZ_26980_5,0,16,NA,NA,NA,NA
TZ_26980_5,16,30,NA,NA,NA,NA
TZ_26980_5,30,52,NA,NA,NA,NA
TZ_26980_5,52,150,NA,NA,NA,NA
TZ_26980_6,0,18,NA,NA,NA,NA
TZ_26980_6,18,62,NA,NA,NA,NA
TZ_26980_6,62,150,NA,NA,NA,NA
TZ_26980_8,0,20,50,1.49,5.6,14
TZ_26980_8,20,85,44,NA,5.6,5
TZ_26980_8,85,160,46,NA,6.8,2
TZ_26980_8,160,240,NA,NA,NA,NA
TZ_26980_9,0,30,NA,NA,NA,NA
TZ_26980_9,30,46,NA,NA,NA,NA
TZ_26980_9,46,120,NA,NA,NA,NA
TZ_26980_9,120,150,NA,NA,NA,NA
TZ_26987_LP,0,10,63,1.11,6,18
TZ_26987_LP,10,25,57,NA,5.2,9
TZ_26987_LP,25,60,51,1.39,5.4,6
TZ_26987_LP,60,100,43,NA,5.3,4
TZ_26987_LP,100,155,42,1.41,5.2,2
TZ_26987_TP,0,25,41,0.9,5.3,41
TZ_26987_TP,25,70,35,1.15,4.7,10
TZ_26987_TP,70,130,31,1.08,4.6,5
TZ_26987_TP,130,180,21,NA,4.7,2
TZ_27143_MP01,0,30,83,NA,5.1,6.4
TZ_27143_MP01,30,50,NA,NA,NA,NA
TZ_27143_MP01,50,75,75,NA,5.4,4
TZ_27143_MP01,75,110,63,NA,5.4,4
TZ_27143_MP02,0,15,65,NA,6.1,13.3
TZ_27143_MP02,15,28,75,NA,6.5,7.8
TZ_27143_MP02,28,35,NA,NA,NA,NA
TZ_27143_MP03,0,10,74,NA,6.2,9.4
TZ_27143_MP03,10,30,74,NA,6,8
TZ_27143_MP03,30,50,80,NA,6.3,3.3
TZ_27143_MP03,50,120,75,NA,6.3,1.8
TZ_27143_MP04,0,15,68,NA,5.6,11.9
TZ_27143_MP04,15,25,57,NA,5.9,9.4
TZ_27143_MP04,25,40,50,NA,5.5,5.1
TZ_27143_MP04,40,70,49,NA,5.1,3.5
TZ_27143_MP04,70,110,NA,NA,NA,NA
TZ_27143_MP05,0,10,87,NA,6,4.4
TZ_27143_MP05,10,35,90,NA,5.7,2.6
TZ_27143_MP05,35,60,72,NA,5,9.5
TZ_27143_MP05,60,85,68,NA,4.8,1.9
TZ_27143_MP05,85,170,68,NA,5.7,2.4
TZ_27143_MP06,0,15,91,NA,5.8,16.6
TZ_27143_MP06,15,40,88,NA,5.1,1.5
TZ_27143_MP06,40,65,84,NA,4.7,2.3
TZ_27143_MP06,65,105,82,NA,4.6,2.1
TZ_27143_MP06,105,160,81,NA,4.5,1.9
TZ_27143_MP07,0,10,84,NA,5.9,5.8
TZ_27143_MP07,10,30,86,NA,5.9,4
TZ_27143_MP07,30,55,82,NA,5.8,3.2
TZ_27143_MP07,55,70,77,NA,5.8,1.9
TZ_27143_MP07,70,110,NA,NA,NA,NA
TZ_27143_MP08,0,8,74,NA,5.8,6.3
TZ_27143_MP08,8,25,67,NA,4.6,4.6
TZ_27143_MP08,25,65,61,NA,4.3,3.8
TZ_27143_MP08,65,100,47,NA,4.3,3.4
TZ_27143_MP08,100,150,48,NA,4.5,0.9
TZ_27143_MP09,0,10,91,NA,6.2,6.9
TZ_27143_MP09,10,50,83,NA,5.8,4.5
TZ_27143_MP09,50,100,60,NA,4.7,2.3
TZ_27143_MP09,100,150,55,NA,4.5,2.3
TZ_27143_MP10,0,15,83,NA,5.9,9.3
TZ_27143_MP10,15,35,78,NA,6.2,5.2
TZ_27143_MP10,35,68,71,NA,6.5,2.4
TZ_27143_MP10,68,120,78,NA,6.3,4
TZ_27143_MP11,0,20,84,NA,6.2,10.9
TZ_27143_MP11,20,40,70,NA,6.1,6.2
TZ_27143_MP11,40,60,57,NA,6,5.6
TZ_27143_MP11,60,90,NA,NA,NA,NA
TZ_27143_MP12,0,10,80,NA,5.7,4.2
TZ_27143_MP12,10,50,82,NA,5.6,2.5
TZ_27143_MP12,50,120,67,NA,5.1,3.3
TZ_27143_MP12,120,150,71,NA,4.8,1.1
TZ_27986_LPT1,0,35,45,1,5.4,31
TZ_27986_LPT1,35,50,38,1.5,5.4,11
TZ_27986_LPT1,50,90,29,1.6,5.3,4
TZ_27986_LPT1,90,140,27,1.6,5.3,2
TZ_27986_LPT2,0,25,47,1,5.2,13
TZ_27986_LPT2,25,50,22,1.4,5.8,8
TZ_27986_LPT2,50,100,23,1.4,5.9,4
TZ_27986_LPT2,100,140,22,NA,5.9,3
TZ_27986_LPT2,140,190,21,NA,6,1
TZ_27986_LPT3,0,30,49,1.2,5.1,21
TZ_27986_LPT3,30,60,43,1.2,5.2,8
TZ_27986_LPT3,60,95,38,1.3,5.4,5
TZ_27986_LPT3,95,160,30,NA,6,4
TZ_27986_LPT4,0,40,50,1.2,5,17
TZ_27986_LPT4,40,60,47,1.2,5.2,7
TZ_27986_LPT4,60,100,29,1.4,5.4,5
TZ_27986_LPT4,100,130,30,NA,5.7,3
TZ_27986_LPT4,130,180,29,NA,5.7,2
TZ_27986_LPT5,0,30,45,1,5.4,22
TZ_27986_LPT5,30,50,40,1.2,5.5,9
TZ_27986_LPT5,50,90,33,1.2,5.8,3
TZ_27986_LPT5,90,160,29,1.3,5.9,3
TZ_27986_LPT6,0,35,53,NA,5.4,18
TZ_27986_LPT6,35,60,55,NA,5.4,4
TZ_27986_LPT6,60,90,53,NA,5.8,3
TZ_27986_LPT6,90,130,61,NA,5.7,2
TZ_27986_LPT7,0,30,48,0.98,5.4,37
TZ_27986_LPT7,30,80,24,1,5.9,9
TZ_27986_LPT7,80,120,23,1.3,5.6,6
TZ_27986_LPT7,120,180,24,NA,5.9,3
TZ_27986_LPT8,0,20,62,1.1,4.4,23
TZ_27986_LPT8,20,60,65,1.1,4.4,13
TZ_27986_LPT9,0,20,58,1,4.9,28
TZ_27986_LPT9,20,45,56,NA,5.2,14
TZ_27986_LPT9,45,60,64,1.3,4.8,6
TZ_27986_LPT9,60,120,46,1.3,4.9,4
TZ_27986_LPT9,120,200,46,NA,5,2
TZ_28724_KWP1,0,20,80,NA,5.5,3.52
TZ_28724_KWP1,20,40,78,NA,5.5,2.84
TZ_28724_KWP1,40,60,70,NA,6,4.57
TZ_28724_KWP1,60,90,68,NA,6.1,6.53
TZ_28724_KWP10,0,25,64,NA,6.6,3.57
TZ_28724_KWP11,0,25,80,NA,5.4,4.63
TZ_28724_KWP11,25,50,82,NA,5.7,5.66
TZ_28724_KWP11,50,75,78,NA,6.5,2.91
TZ_28724_KWP11,75,100,62,NA,6.5,1.67
TZ_28724_KWP12,0,25,60,NA,7.1,2.09
TZ_28724_KWP13,0,25,74,NA,6.7,3.98
TZ_28724_KWP14,0,25,82,NA,5.9,5.23
TZ_28724_KWP15,0,25,76,NA,6.1,5.4
TZ_28724_KWP15,25,50,82,NA,6,4.28
TZ_28724_KWP15,50,75,72,NA,5.3,1.05
TZ_28724_KWP15,75,100,70,NA,5.1,2.89
TZ_28724_KWP15,100,110,72,NA,5,0.92
TZ_28724_KWP16,0,25,82,NA,5.3,3.98
TZ_28724_KWP17,0,25,82,NA,5.6,4.32
TZ_28724_KWP17,25,50,68,NA,6,4.68
TZ_28724_KWP17,50,75,70,NA,6.1,2.91
TZ_28724_KWP17,75,100,68,NA,5.9,2.84
TZ_28724_KWP18,0,20,82,NA,5.8,3.57
TZ_28724_KWP18,20,35,74,NA,5.7,4.32
TZ_28724_KWP18,35,50,68,NA,5.5,3.81
TZ_28724_KWP18,50,100,63,NA,5.4,2.04
TZ_28724_KWP18,100,150,50,NA,4.7,3.09
TZ_28724_KWP19,0,25,76,NA,5.4,8.53
TZ_28724_KWP19,25,50,64,NA,5.8,3.98
TZ_28724_KWP19,50,75,64,NA,5.9,2.86
TZ_28724_KWP19,75,100,48,NA,5.3,3.57
TZ_28724_KWP2,0,25,82,NA,5.8,5.28
TZ_28724_KWP2,25,50,68,NA,5.9,4.77
TZ_28724_KWP2,50,75,62,NA,6.1,4.13
TZ_28724_KWP2,75,100,62,NA,6.4,1.83
TZ_28724_KWP20,0,10,82,NA,6.1,4.72
TZ_28724_KWP20,10,30,84,NA,6.2,2.82
TZ_28724_KWP20,30,45,72,NA,5.5,2.38
TZ_28724_KWP20,45,100,76,NA,5.2,1.87
TZ_28724_KWP21,0,25,78,NA,6.1,4.96
TZ_28724_KWP22,0,25,76,NA,6,6.92
TZ_28724_KWP23,0,25,80,NA,5.6,5.35
TZ_28724_KWP24,0,20,84,NA,6.7,4.41
TZ_28724_KWP24,20,35,86,NA,6.8,2.87
TZ_28724_KWP24,35,50,88,NA,6.7,3.11
TZ_28724_KWP24,50,200,68,NA,5,2.77
TZ_28724_KWP25,0,25,82,NA,5.5,4.34
TZ_28724_KWP25,25,50,68,NA,5.3,4.98
TZ_28724_KWP25,50,75,58,NA,5.5,3.01
TZ_28724_KWP25,75,100,54,NA,5.6,2.94
TZ_28724_KWP26,0,25,78,NA,5.8,6.65
TZ_28724_KWP27,0,25,78,NA,6.2,5.68
TZ_28724_KWP27,25,50,56,NA,6.7,6.22
TZ_28724_KWP27,50,75,48,NA,8.2,3.11
TZ_28724_KWP27,75,100,48,NA,8.6,4.34
TZ_28724_KWP28,0,26,76,NA,6.6,6.28
TZ_28724_KWP28,26,40,66,NA,6.7,4.85
TZ_28724_KWP28,40,100,64,NA,6.9,2.07
TZ_28724_KWP29,0,25,80,NA,5.9,3.91
TZ_28724_KWP3,0,25,84,NA,5.7,1.45
TZ_28724_KWP3,25,35,80,NA,6.1,3.08
TZ_28724_KWP3,35,61,70,NA,6,2.4
TZ_28724_KWP3,61,100,62,NA,6.2,3.08
TZ_28724_KWP30,0,25,80,NA,6.1,NA
TZ_28724_KWP30,25,50,72,NA,5.9,NA
TZ_28724_KWP30,50,75,70,NA,6,NA
TZ_28724_KWP30,75,100,66,NA,5.6,NA
TZ_28724_KWP31,0,25,78,NA,6,NA
TZ_28724_KWP31,25,50,66,NA,6.4,NA
TZ_28724_KWP31,50,75,66,NA,8,NA
TZ_28724_KWP31,75,100,78,NA,7.1,NA
TZ_28724_KWP32,0,15,78,NA,6.5,NA
TZ_28724_KWP32,15,30,72,NA,6.5,NA
TZ_28724_KWP32,30,100,62,NA,6.8,NA
TZ_28724_KWP4,0,25,82,NA,5.9,5.28
TZ_28724_KWP4,25,50,76,NA,6,6.63
TZ_28724_KWP4,50,75,64,NA,6.1,4.53
TZ_28724_KWP5,0,25,76,NA,6.3,7.74
TZ_28724_KWP5,25,50,68,NA,7,5.28
TZ_28724_KWP5,50,75,66,NA,5.9,5.21
TZ_28724_KWP5,75,100,66,NA,5.1,4.57
TZ_28724_KWP6,0,25,74,NA,6.2,7.47
TZ_28724_KWP6b,0,25,26,NA,6.4,18.19
TZ_28724_KWP6b,25,50,66,NA,6.4,5.28
TZ_28724_KWP6b,50,75,42,NA,6.3,5.88
TZ_28724_KWP6b,75,100,52,NA,6.5,3.31
TZ_28724_KWP7,0,25,80,NA,6.3,4.7
TZ_28724_KWP7,25,50,70,NA,6.2,5.28
TZ_28724_KWP7,50,75,62,NA,6.5,3.19
TZ_28724_KWP7,75,100,62,NA,6.6,2.71
TZ_28724_KWP8,0,25,78,NA,6,4.29
TZ_28724_KWP8,25,50,80,NA,5.8,5.31
TZ_28724_KWP8,50,75,72,NA,6.2,4.63
TZ_28724_KWP9,0,25,72,NA,6.3,4.22
TZ_28724_KWP9,25,50,74,NA,5.7,5.69
TZ_28724_KWP9,50,75,70,NA,5.7,2.57
TZ_28724_KWP9,75,100,68,NA,6.2,1.89
TZ_28725_MP1,0,20,38,NA,6.2,4.89
TZ_28725_MP1,20,45,34,NA,4.7,8.24
TZ_28725_MP1,45,65,68,NA,4.6,1.89
TZ_28725_MP1,65,80,38,NA,4.6,2.35
TZ_28725_MP1,80,95,62,NA,5.3,1.96
TZ_28725_MP10,0,25,80,NA,6.7,1.46
TZ_28725_MP10,25,45,90,NA,6.8,1.89
TZ_28725_MP10,45,80,64,NA,6.3,5.42
TZ_28725_MP10,80,100,36,NA,6.7,14.59
TZ_28725_MP10,100,120,44,NA,6.9,13.06
TZ_28725_MP11,0,15,54,NA,6.3,11.95
TZ_28725_MP11,15,30,54,NA,6.2,9.49
TZ_28725_MP11,30,60,52,NA,5.7,3.6
TZ_28725_MP11,60,90,52,NA,5.6,1.43
TZ_28725_MP11,90,130,48,NA,5.5,0.54
TZ_28725_MP12,0,20,62,NA,5.8,7.31
TZ_28725_MP12,20,40,56,NA,5.9,4.32
TZ_28725_MP12,40,60,52,NA,5.7,0.86
TZ_28725_MP12,60,80,52,NA,5.8,0.86
TZ_28725_MP12,80,110,48,NA,5.8,3.71
TZ_28725_MP13,0,25,88,NA,6.3,1.53
TZ_28725_MP13,25,55,88,NA,6.3,0.57
TZ_28725_MP13,55,85,90,NA,6.5,0.82
TZ_28725_MP13,85,100,78,NA,5.6,6.99
TZ_28725_MP13,100,120,76,NA,5.7,3.75
TZ_28725_MP13,120,155,76,NA,5.5,3.64
TZ_28725_MP2,0,15,22,NA,6.6,5.07
TZ_28725_MP2,15,50,24,NA,6.3,7.56
TZ_28725_MP2,60,90,18,NA,5.3,10.17
TZ_28725_MP3,0,15,76,NA,6.8,6.42
TZ_28725_MP3,15,35,74,NA,6.8,4
TZ_28725_MP3,35,50,90,NA,6.8,1.61
TZ_28725_MP3,50,75,86,NA,7.3,1.96
TZ_28725_MP3,75,100,90,NA,7.2,1.59
TZ_28725_MP4,0,20,74,NA,6.8,1.82
TZ_28725_MP4,20,45,70,NA,6.4,3.75
TZ_28725_MP5,0,30,38,NA,6.5,13.77
TZ_28725_MP5,30,50,34,NA,6.4,9.35
TZ_28725_MP5,50,80,64,NA,6.3,0.36
TZ_28725_MP5,80,100,82,NA,6.3,0.41
TZ_28725_MP6,0,20,80,NA,6.5,6.6
TZ_28725_MP6,20,40,68,NA,5.7,1.93
TZ_28725_MP6,40,75,68,NA,5.8,1.93
TZ_28725_MP6,75,110,64,NA,5.7,1.8
TZ_28725_MP6,110,140,52,NA,5.8,1.64
TZ_28725_MP7,0,20,60,NA,6.4,6.42
TZ_28725_MP7,20,30,72,NA,6.8,5.1
